product_id,product_name,product_desc,cat_id,cat_name,parent_category_name,cat_path
"68725","Energizer Tire Pump 2.0","A portable and rechargeable electric tire pump with a large
easy-to-view LCD display. It has five inflation modes: automotive,
motorcycle, and bicycle tires as well as a setting for sports balls.
It also functions as a power bank with a USB output port located on
top. Recharge the air pump's built-in lithium battery via its Type-C
input port. It is packaged with a compact attachable air hose and a
Type-C cable. AC wall adapter not included.","2","Auto","Accessories","Accessories > Auto"
"68640","Energizer Tire Pump","A portable and rechargeable electric tire pump with a large easy to
view LED display. It has five inflation modes: automotive, motorcycle,
and bicycle tires as well as a setting for sports balls. It also
functions as a power bank with a USB output port located on top.
Recharge the air pump's built-in lithium battery via its Type-C input
port. It is packaged with a compact attachable air hose and a Type-C
cable. AC wall adapter not included.","2","Auto","Accessories","Accessories > Auto"
"68091","Scosche 4-in-1 High Power Mini Vacuum and Duster with 8 Accessories","Get the best of both worlds with this compact, ultra-light hand-held cordless vacuum that packs a punch of power! Use it to quickly vacuum and dust your vehicle’s interior, or to clean your keyboards and electronics. It can even inflate or deflate airbeds, pool floats, sports balls, etc.","2","Auto","Accessories","Accessories > Auto"
"67702","Recycled 3-Compartment Trunk Organizer","Get your car organized and ready for anything with this sturdy trunk organizer made from 100% recycled 600D polyester! With three spacious compartments and three bottom boards for extra stability, it keeps everything in place, no matter the ride. The built-in carrying handle makes it easy to grab and go, and the collapsible design lets you store it effortlessly when you're not using it. Perfect for road trips, daily commutes, or stashing emergency supplies, this organizer helps you stay clutter-free and on the move. Plus, one percent of sales goes to environmental nonprofits through a partnership with 1% For The Planet, so your purchase also supports a greener future!","2","Auto","Accessories","Accessories > Auto"
"67657","Recycled Trunk Organizer","Whether you're heading out on a road trip or running daily errands, this Recycled Trunk Organizer is your perfect companion for a clutter-free car and stress-free travels. Designed to keep groceries, gear, and everyday essentials neatly in place, no matter where the road takes you. The organizer features two large compartments with a removeable divider. It also includes an interior zipper pocket, side mesh pockets and sturdy carrying straps.","2","Auto","Accessories","Accessories > Auto"
"66924","Bamboo Concealer Cable Key Tag","Convenient Bamboo charging cables with swivel hook attachment for keys etc.","2","Auto","Accessories","Accessories > Auto"
"63005","""Gianna"" Laser Engraved Metal Keyholder","Shiny Chrome Trim with Gunmetal Insert on Front of Keychain Keytag. In 2-Piece Black Gift Box.","2","Auto","Accessories","Accessories > Auto"
"63003","""Titania"" 3 LED Ultra Thin Aluminum Keychain Keylight","This metal keyholder keylight is ultra thin for convenient carrying and storage. It features 3 super bright white LED lights. Easy on and off button. Pricing includes a laser engraved imprint?. (Patent #D661,889S).","2","Auto","Accessories","Accessories > Auto"
"63001","""Beamer"" 4 LED Keyholder Keylight with Carabiner Clip","Easy to hold wide flat design with incredibly bright 4 LED white lights . Easy thumb click on, click off switch . Huge imprint area . Carabiner easily clips onto backpacks, bags and belts . Also available with a Full Color Imprint !*","2","Auto","Accessories","Accessories > Auto"
"62997","""Droplet"" Economy Laser Engraved Metal Keyholder","Matte Finish Keychain Keytag with Chrome Accents. In 2-Piece Black Gift Box.","2","Auto","Accessories","Accessories > Auto"
"62995","""Geo"" Economy Laser Engraved Metal Keyholder","Matte Finish Keychain Keytag with Chrome Accents. In 2-Piece Black Gift Box.","2","Auto","Accessories","Accessories > Auto"
"62990","""Akari FC"" PhotoImage ® Full Color Imprint Slim Keyholder Keylight with Bright White LED Light","A perennial keychain keylight favorite. Comes with PhotoImage ® Full Color Imprint.","2","Auto","Accessories","Accessories > Auto"
"62989","""Akari"" Traditional Slim Keyholder Keylight with Bright White LED Light","A perennial keychain keylight favorite.","2","Auto","Accessories","Accessories > Auto"
"62988","""Mikey"" Laser Engraved Metal Keyholder","Chrome Finish Keychain Keytag. In 2-Piece Black Gift Box.","2","Auto","Accessories","Accessories > Auto"
"62987","""Raha"" Laser Engraved Pull Apart-Metal Valet Keyholder","Matte Finish Keychain Keytag with Chrome Accents. In 2-Piece Black Gift Box.","2","Auto","Accessories","Accessories > Auto"
"62985","""Infini"" Laser Engraved Metal Keyholder","Matte Finish Keychain Keytag with Chrome Accents. In 2-Piece Black Gift Box.","2","Auto","Accessories","Accessories > Auto"
"62984","""Jens"" Laser Engraved Metal Keyholder","Matte Finish Keychain Keytag with Chrome Accents. In 2-Piece Black Gift Box.","2","Auto","Accessories","Accessories > Auto"
"62983","""Helix"" Laser Engraved Pull Apart-Metal Valet Keyholder","Matte Finish Keychain Keytag with Chrome Accents. In 2-Piece Black Gift Box.","2","Auto","Accessories","Accessories > Auto"
"62960","Dual Panel SUV Sunshade","Shield your vehicles spacious interior with our SUV-sized Dual Panel Sunshade, made from durable silver-coated 190T polyester to provide exceptional UV-blocking performance. Designed to fit larger windshields, it keeps your cabin cooler, preserving the dashboard, seats, and electronics from harsh sunlight. Installation is quick and effortless, and the sunshade collapses neatly, staying in place with the elastic band and storing compactly in the included pouch, so you can maintain a tidy, organized car when you’re on the go.","2","Auto","Accessories","Accessories > Auto"
"62876","Dual Panel Car Shade","Enjoy enhanced protection and a cooler interior with our standard-sized Dual Panel Sunshade. Specially designed for smaller vehicles, it is crafted from silver-coated 190T polyester to block up to 99% of harmful UV rays, reducing interior temperature and protecting your upholstery from sun damage. Thanks to its dual-panel design, this sunshade unfolds and installs in seconds, then quickly collapses down and secures with the attached elastic band. For easy storage, simply tuck it away in the included pouch, ensuring a neat and clutter-free vehicle.","2","Auto","Accessories","Accessories > Auto"
"62587","Oval Floater Key Tag","Polyurethane foam construction floats in water. Soft and squeezable. Includes beaded keychain.","2","Auto","Accessories","Accessories > Auto"
"62572","Valet Key Separator","Sturdy, plastic, 2-piece design allows keys to be easily separated. Great for locker use at fitness centers, country clubs and amusement parks.","2","Auto","Accessories","Accessories > Auto"
"62567","Magnetic Click-It Key Tag","This 2-in-1 key tag and stress reliever is a versatile accessory for everyday use. It features a durable design and comes with a 1"" split-ring, making it easy to attach to your keys or bag. Perfect for relieving stress while keeping your essentials organized, it s both functional and fun!","2","Auto","Accessories","Accessories > Auto"
"62505","Car Flexible Key Tag","30 popular shapes to suit business and promotional themes. Includes 1"" split-ring.","2","Auto","Accessories","Accessories > Auto"
"62499","Truck Flexible Key Tag","30 popular shapes to suit business and promotional themes. Includes 1"" split-ring.","2","Auto","Accessories","Accessories > Auto"
"62324","Emergency Preparedness First Aid Kit","Vinyl case contains: 12 hours safety lightstick, 10 latex-free bandages, 5 snip bandages, two 2""X3"" adhesive pads, 2 knuckle bandages, 5 antiseptic towelettes, 5 first aid cream packets, 2 non-adhesive pads, 1 gauze roll, 1 roll adhesive tape, and 1 first aid card. Ideal for auto dealers, auto repair shops or car wash gift stores. The perfect automotive safety kit.","2","Auto","Accessories","Accessories > Auto"
"62273","Gripper Ice Scraper","Constructed of a sturdy plastic to handle all weather conditions. It has a comfortable rubber grip handle that prevents slipping when in use. Features heavy-duty scraping blade, teeth on back side of blade for chipping ice and a hole on the end for hanging. It can be easily stored in glove compartment, side pockets or under the seat. Ideal for alumni events, corporate winter meetings and winter sporting events.","2","Auto","Accessories","Accessories > Auto"
"62272","Snowflake Ice Scraper","Made out of a sturdy plastic to handle all weather conditions. Features snowflake design on blade, reinforced ribbed handle, teeth on back side of blade for chipping ice and a hole on the end for hanging. It easily stores in car glove compartments, side pockets and under the seat. Great for distributing at winter events, ski resorts and car dealerships.","2","Auto","Accessories","Accessories > Auto"
"62271","Great Lakes 10"" Ice Scraper","The new standard for ice scrapers. Constructed of sturdy plastic for all weather conditions. This heavy-duty scraping blade with special grip handle prevents slipping when in use. Easily stores in car glove compartments, side pockets and under seat.","2","Auto","Accessories","Accessories > Auto"
"62269","Visor Ice Scraper","Take on winter with this sturdy scraper that slides on a car visor for easy access.","2","Auto","Accessories","Accessories > Auto"
"62189","Absorbent Car Coaster","This absorbent car coaster is made from ceramic stone material will absorb moisture or condensation. Fits into most vehicle cup holders. Features a finger notch for easy removal.","2","Auto","Accessories","Accessories > Auto"
"62187","Sublimated Recycled Rubber Car Coaster","This eco-friendly car coaster is a practical and sustainable accessory for your vehicle. Made from recycled rubber and RPET fabric, it not only helps protect your cup holders from spills and stains but also helps reduce waste in the environment. The coaster fits perfectly into most vehicle cup holders and includes a convenient finger notch for easy removal when cleaning or switching out. Upgrade your car with this environmentally conscious and functional coaster today.","2","Auto","Accessories","Accessories > Auto"
"62033","Expandable Trunk Organizer","Constructed of 80 GSM non-woven polypropylene material. Features three large compartments, an outside mesh pocket and sturdy plastic handles. It easily holds groceries or can be used for organizing clutter in trunk. It collapses flat for easy storage when not in use.","2","Auto","Accessories","Accessories > Auto"
"62032","High Pressure Aluminum Tire Gauge","Aluminum tire gauge with metal clip measures up to 100 PSI. Features easy-to-read numbers on the extendable tip for viewing the tire pressure. Ideal for car dealers, automotive merchants and insurance companies.","2","Auto","Accessories","Accessories > Auto"
"62031","Mini Auto Trash Can","Fits most auto cup holders. Sturdy spring-hinged lid assures the trash is sealed tightly. Great for car rental companies, auto dealers and service locations.","2","Auto","Accessories","Accessories > Auto"
"62030","License Plate Insert","This 28 mil styrene license plate insert is a stylish and affordable way to put company names on the front of customer's cars, and trucks.","2","Auto","Accessories","Accessories > Auto"
"62029","License Plate Frame w/ 4 Holes & Straight Bottom","Frame will fit the following state's and territories license plates: AL, AK, AR, CA, CT, HI, IN, KS, MD, MA, MT, NE, NV, NH, NY, ND, OK, SD, UT, VT, VA, WA, WY, ONT, BAHAMAS, GUAM USA, US VIRGIN ISLE","2","Auto","Accessories","Accessories > Auto"
"62028","License Plate Frame w/ 2 Holes & Straight Bottom","License plate frame will fit the following state's and territories license plates: AL, AK, AR, CA, CT, HI, IN, KS, MD, MA, MT, NE, NV, NH, NJ, NY, ND, OK, SD, UT, VT, VA, WA, WY, ONT., BAHAMAS, GUAM USA, US VIRGIN ISLE.","2","Auto","Accessories","Accessories > Auto"
"62027","License Plate Frame w/ 4 Holes & Straight Top","This license plate frame will fit the following state's license plates: CO, DE, DC, GA, ID, IA, K, LA, ME, MN, M, MO, NE, NM, NY, OH, RI, SC, WV, WI, Quebec, Yukon, US Virgin Isle. Please request a free random sample to ensure plate fit before ordering.","2","Auto","Accessories","Accessories > Auto"
"58864","Foldable Non-Woven Trunk Organizer","This non-woven car storage organizer folds down to a compact size for easy storage when not in use. When expanded, it measures 19.7"" L × 12.8"" W × 12.8"" H, offering generous space for tools, groceries, sports gear, cleaning supplies, and more. Designed with three separate compartments and additional exterior pockets, it helps you keep everything neatly organized and maximize every inch of trunk space. Complies with CPSIA, Prop 65.","2","Auto","Accessories","Accessories > Auto"
"57895","Pulp Car Coaster","The cup holder in the car is undeniably a major convenience, so it’s important to keep it clean. There is no better way than with these full color pulp paper cup holder coasters. Easily protect your cup holder from water stains and help keep it clean from drips and spills. Made from sustainable and biodegradable pulp paper, these coasters have a handy finger slot so they can easily be lifted out of the cup holder if necessary.","2","Auto","Accessories","Accessories > Auto"
"57658","Ice Scraper With Visor Clip.","This plastic Ice Scraper with Visor Clip will help you crush, chop and scrape off ice and frost from your windows during the frigid winter months. Simply clip to your car visor to ensure that you will be ready at a moment's notice if ice or frost has formed on your car windows. This easy to use item will allow you to travel with your brand wherever you go, as well as have clean, go windows as you prepare for your commute to work. Great for auto body shops, car dealerships, gas stations and more.","2","Auto","Accessories","Accessories > Auto"
"57657","Ice Scraper","This plastic Ice Scraper will help you crush, chop and scrape off ice and frost from your windows during the frigid winter months. This easy to use item will allow you to travel with your brand wherever you go, as well as have clean, go windows as you prepare for your commute to work. Great for auto body shops, car dealerships, gas stations and more.","2","Auto","Accessories","Accessories > Auto"
"57656","Credit Card Style Ice Scraper","Don't fuss with bulky, ineffective ice scrapers ever again with our Credit Card Style Ice Scraper. Its compact size makes it easy to create leverage when scraping ice off of your car windows during those frigid winter months. Large imprint area allows you to carry your brand with you everywhere you go.","2","Auto","Accessories","Accessories > Auto"
"57551","Easy Reach With Credit Card Insect Repellent","Discover the perfect promotional item for cars!- Our Patent Pending visor holder features a snap-out insect repellent spray.- With our unique design, your message is seen and top-of-mind each time your customer is sitting in their car or truck.- The EASY-REACH Insect Repellent Spray Kit is a sturdy, plastic clip that conveniently slides onto the sun visor of any vehicle, and snugly holds a credit card design insect repellent spray.- Includes a full color decal on the outward-facing panel plus your choice of a decal, 1 or 2 color direct print, or full color imprint on the insect repellent.- Ideal for car rentals, dealerships, ride shares, commercial vehicles, and every driver!","2","Auto","Accessories","Accessories > Auto"
"57550","Easy Reach Clip With Credit Card Sunscreen","Discover the perfect promotional item for cars!- Our Patent Pending visor holder features a snap-out SPF 30 sunscreen spray.- With our unique design, your message is seen and top-of-mind each time your customer is sitting in their car or truck.- The EASY-REACH Sunscreen Spray Kit is a sturdy, plastic clip that conveniently slides onto the sun visor of any vehicle, and snugly holds a credit card design sunscreen spray.- Includes a full color decal on the outward-facing panel plus your choice of a decal, 1 or 2 color direct print, or full color imprint on the sunscreen.- Ideal for car rentals, dealerships, ride shares, commercial vehicles, and every driver!","2","Auto","Accessories","Accessories > Auto"
"57549","Easy Reach With Screen Cleaner Spray & Mini Microfiber Cleaning Cloth","Discover the perfect promotional item for cars!- Our Patent Pending visor holder features a snap-out screen cleaner spray with microfiber cloth.- With our unique design, your message is seen and top-of-mind each time your customer is sitting in their car or truck.- The EASY-REACH Screen Cleaner Spray Kit is a sturdy, plastic clip that conveniently slides onto the sun visor of any vehicle, and snugly holds a credit card design screen cleaner spray and microfiber cloth.- Includes a full color decal on the outward-facing panel plus your choice of a decal, 1 or 2 color direct print, or full color imprint on the screen cleaner.- Ideal for car rentals, dealerships, ride shares, commercial vehicles, and every driver! Great for cleaning smudges on dashboard touchscreens.","2","Auto","Accessories","Accessories > Auto"
"57548","Easy Reach With Credit Card Sanitizer","Discover the perfect promotional item for cars!- Our Patent Pending visor holder features a snap-out sanitizer spray.- With our unique design, your message is seen and top-of-mind each time your customer is sitting in their car or truck.- The EASY-REACH Sanitizer Spray Kit is a sturdy, plastic clip that conveniently slides onto the sun visor of any vehicle, and snugly holds a credit card design hand sanitizer spray.- Includes a full color decal on the outward-facing panel plus your choice of a decal, 1 or 2 color direct print, or full color imprint on the sanitizer.- Ideal for car rentals, dealerships, ride shares, commercial vehicles, and every driver!","2","Auto","Accessories","Accessories > Auto"
"57196","Tek-Scents Air Freshener - Custom Shape","Literally a refreshing way to promote your brand. These stunning 2-sided full color air fresheners eliminate unpleasant odors wherever someone hangs them. Not just limited to cars, offer these air fresheners in camps, gyms, dorms, locker rooms, garages and more. Available in 15 stock shapes and 7 pleasing fragrances. Want to make a bold statement? Choose a completely custom shape at an additional cost. Elastic hanging loop included. Keep out of reach of animals and children. Avoid contact with eyes. Washing hands is recommended after handling.\\**CUSTOM SCENT AVAILABLE - MOQ 10K UNITS-  PLEASE CONTACT PLASTEK@TEKWELD.COM FOR CONFIRM AVAILABILITY**","2","Auto","Accessories","Accessories > Auto"
"57195","Clip Air Freshener With Aluminum Cover","This convenient Air Freshener with Aluminum cover is not just for your car vent. Sure, when clipped to the AC vent in your car, it will emit a wonderful, lemon scent, but with its clipping capabilities, you can use this air freshener wherever you'd like. Hanging in your bedroom? Simply clip the air freshener to an oscilating fan to freshen up your room in a matter of minutes. Perfect for car dealerships, auto body shops, car washes and more.","2","Auto","Accessories","Accessories > Auto"
"57194","Tek-Scents Air Freshener- Oval","Literally a refreshing way to promote your brand. These stunning 2-sided full color air fresheners eliminate unpleasant odors wherever someone hangs them. Not just limited to cars, offer these air fresheners in camps, gyms, dorms, locker rooms, garages and more. Available in 15 stock shapes and 7 pleasing fragrances. Want to make a bold statement? Choose a completely custom shape at an additional cost. Elastic hanging loop included. Keep out of reach of animals and children. Avoid contact with eyes. Washing hands is recommended after handling.\\**CUSTOM SCENT AVAILABLE - MOQ 10K UNITS-  PLEASE CONTACT PLASTEK@TEKWELD.COM FOR CONFIRM AVAILABILITY**","2","Auto","Accessories","Accessories > Auto"
"57193","Tek-Scents Air Freshener- Car","Literally a refreshing way to promote your brand. These stunning 2-sided full color air fresheners eliminate unpleasant odors wherever someone hangs them. Not just limited to cars, offer these air fresheners in camps, gyms, dorms, locker rooms, garages and more. Available in 15 stock shapes and 7 pleasing fragrances. Want to make a bold statement? Choose a completely custom shape at an additional cost. Elastic hanging loop included. Keep out of reach of animals and children. Avoid contact with eyes. Washing hands is recommended after handling.\\**CUSTOM SCENT AVAILABLE - MOQ 10K UNITS-  PLEASE CONTACT PLASTEK@TEKWELD.COM FOR CONFIRM AVAILABILITY**","2","Auto","Accessories","Accessories > Auto"
"57192","Tek-Scents Air Freshener-Circle","Literally a refreshing way to promote your brand. These stunning 2-sided full color air fresheners eliminate unpleasant odors wherever someone hangs them. Not just limited to cars, offer these air fresheners in camps, gyms, dorms, locker rooms, garages and more. Available in 15 stock shapes and 7 pleasing fragrances. Want to make a bold statement? Choose a completely custom shape at an additional cost. Elastic hanging loop included. Keep out of reach of animals and children. Avoid contact with eyes. Washing hands is recommended after handling.\\**CUSTOM SCENT AVAILABLE - MOQ 10K UNITS-  PLEASE CONTACT PLASTEK@TEKWELD.COM FOR CONFIRM AVAILABILITY**","2","Auto","Accessories","Accessories > Auto"
"57191","Tek-Scents Air Freshener - Square","Literally a refreshing way to promote your brand. These stunning 2-sided full color air fresheners eliminate unpleasant odors wherever someone hangs them. Not just limited to cars, offer these air fresheners in camps, gyms, dorms, locker rooms, garages and more. Available in 15 stock shapes and 7 pleasing fragrances. Want to make a bold statement? Choose a completely custom shape at an additional cost. Elastic hanging loop included.","2","Auto","Accessories","Accessories > Auto"
"57190","Tek-Scents Air Freshener - Rectangle","Literally a refreshing way to promote your brand. These stunning 2-sided full color air fresheners eliminate unpleasant odors wherever someone hangs them. Not just limited to cars, offer these air fresheners in camps, gyms, dorms, locker rooms, garages and more. Available in 15 stock shapes and 7 pleasing fragrances. Want to make a bold statement? Choose a completely custom shape at an additional cost. Elastic hanging loop included. Keep out of reach of animals and children. Avoid contact with eyes. Washing hands is recommended after handling.\\**CUSTOM SCENT AVAILABLE - MOQ 10K UNITS-  PLEASE CONTACT PLASTEK@TEKWELD.COM FOR CONFIRM AVAILABILITY**","2","Auto","Accessories","Accessories > Auto"
"57030","Latitude Anti-Lost Tracker Keyring","Keep your essentials secure with the Latitude Anti-Lost Tracker Keyring. MFi®-certified for Apple “Find My” app, it ensures peace of mind wherever you go. Designed as both a carabiner and keychain, it features a rechargeable 90mAh battery with up to 3 months of use, a USB-C charging port, and a durable ABS + zinc alloy build. .A QR code is printed on each item providing access to the latest user manual.","2","Auto","Accessories","Accessories > Auto"
"57011","Auto Fresh","Hangs from rear view mirror\, Slowly releases scent, Domestic Ground orders ship via UPS or FedEx only","2","Auto","Accessories","Accessories > Auto"
"57010","Warm Grip Ice Scraper","Built-in, durable, water resistant lined fleece mitten keeps your hand warm, 4"" wide scraper blade","2","Auto","Accessories","Accessories > Auto"
"57005","Tri Blade Windshield Scraper","Heavy duty construction, 	Features three blades: Scraper, Ice chipper, squeegee, 	Simply pull top portion out from handle, select blade and reinsert into handle","2","Auto","Accessories","Accessories > Auto"
"56998","Roadside Multi-Tool","LED flashlight, Tire tread measuring gauge, Slide-out scraper, Split ring swivel key chain","2","Auto","Accessories","Accessories > Auto"
"56997","Best Buddy Tools® Roadway Handy Multi Tool","Roadway Handy Multi Tool includes:  knife blade, bottle opener, scissors, standard screwdriver, phillips screwdriver with wrench, built-in emergency seat belt cutter, and a window breaker. Plus a steady on or blinking, 90 lumens, LED light that zooms in and out to control size of the beam and has a red light ring  for emergency signaling.  Powered by 3 AAA batteries, inserted.","2","Auto","Accessories","Accessories > Auto"
"56996","Quick View Tire Gauge","10-50 PSI pencil type tire gauge, Aluminum body with zinc alloy head","2","Auto","Accessories","Accessories > Auto"
"56978","Full Service Digital Tire Gauge","LCD display in plastic casing with control button, Automatic shut-off, Pressure units: PSI, BAR, KPA, KGF/CM, Split ring swivel key chain, Powered by 1 CR2032 battery, inserted","2","Auto","Accessories","Accessories > Auto"
"56971","Break The Ice Scraper","Heavy duty ice scraper with extra wide head and thumb grip.","2","Auto","Accessories","Accessories > Auto"
"56631","Mini Watchman Flashlight with Escape Hammer","Mini Watchman flashlight with Hammer features bright 35 lumen COB panel on shaft; LED lights on front, rugged aluminum case, window hammer, seat belt cutter and powerful magnet to hang on metal. Powered by 3 AAA batteries, inserted.","2","Auto","Accessories","Accessories > Auto"
"56608","Flashing Car Key Chain","LED lights flash red and blue, Split key ring with chain","2","Auto","Accessories","Accessories > Auto"
"56507","Dynamo Rechargeable Portable Vacuum Cleaner","Keep your car or desk spotless with this compact Dynamo Rechargeable Portable Vacuum Cleaner, a lightweight vacuum cleaner and air duster. Powered by a built-in 2000mAh rechargeable battery, it also doubles as a blower to remove dirt and dust. A QR code is printed on each item and/or gift box providing access to the latest user manual. Includes suction nozzle, brush, blowing nozzle, and charging cable for versatile cleaning. Convenient, portable, and easy to use!","2","Auto","Accessories","Accessories > Auto"
"56343","Car Hot/Cold Pack","Simply microwave for warm therapy or freeze for cold therapy. CPSIA and Prop65 Compliant, FDA Certified and TRA tested. Safety reports for Pearl beads are available upon request. Reusable and easily cleaned with mild soap and water. Use instructions printed on item.","2","Auto","Accessories","Accessories > Auto"
"56305","Sunglasses Clip","Clips onto car visor, purse strap, belt or pocket  Push button release Works on any type of glasses","2","Auto","Accessories","Accessories > Auto"
